+-------------+------------------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb    |                             context                              |        synset       | Polarity + | Polarity - | Polarity = |
|     need    |              ... this location needs a complete ...              |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   witness   |                 recently witnessed her poor ...                  |     witness.v.02    |   0.125    |    0.0     |   0.875    |
|     wait    |                          and waited ...                          |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|     wait    |                    and waited and waited ...                     |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|     wait    |                     ... waited and waited .                      |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|     come    |                      also came back to ...                       |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    check    |                   ... back to check on us ...                    |      match.v.01     |   0.375    |    0.0     |   0.625    |
|      be     |                    server was super nice ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    check    |                  ... nice and checked on us ...                  |      match.v.01     |   0.375    |    0.0     |   0.625    |
|    taste    |                      pizza tasted old , ...                      |     sample.v.01     |    0.0     |    0.0     |    1.0     |
|    swing    |                         swung in to ...                          |      swing.v.01     |    0.0     |    0.0     |    1.0     |
|     give    |                    ... in to give them a ...                     |      give.v.18      |   0.125    |    0.0     |   0.875    |
|     try     |                    ... them a try but was ...                    |       try.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |             ... try but was deeply disappointed ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  disappoint |                  ... was deeply disappointed .                   |   disappoint.v.01   |    0.0     |    0.25    |    0.75    |
|      be     |                         was good and ...                         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                   ... the company was better !                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                     staff are also very ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                ... and you're being served by ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    serve    |               ... you're being served by some ...                |      serve.v.05     |    0.0     |    0.0     |    1.0     |
|      be     |                       was that sucker ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     rate    |                             rated .                              |      rate.v.01      |   0.125    |    0.25    |   0.625    |
|     look    |                    you look for authentic ...                    |      look.v.02      |    0.0     |    0.0     |    1.0     |
|      go     |                   ... food , go else where ...                   |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                       steaks are 100 % ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  recommend  |                     ... 100 % recommended !                      |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|     pull    |                        i pulled up my ...                        |     attract.v.01    |    0.0     |    0.0     |    1.0     |
|     wait    |                 ... car i waited for another ...                 |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|      be     |             ... minutes before being acknowledged .              |       be.v.01       |    0.25    |   0.125    |   0.625    |
| acknowledge |                 ... before being acknowledged .                  |   acknowledge.v.06  |    0.0     |    0.0     |    1.0     |
|    assure   |                  ... i can assure you i'll ...                   |       see.v.10      |    0.0     |    0.0     |    1.0     |
|      be     |                      ... you i'll be back .                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     hate    |                      hate those things ...                       |      hate.v.01      |    0.0     |    0.75    |    0.25    |
|      be     |                 breakfast was perpared great ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     dust    |              ... , lightly dusted with powdered ...              |     scatter.v.03    |    0.0     |    0.0     |    1.0     |
|     play    |                      kids play area is ...                       |       act.v.03      |    0.0     |    0.0     |    1.0     |
|      be     |                     ... play area is nasty !                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     take    |                     place fo take out or ...                     |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|     eat     |                       ... out or eat in .                        |      feed.v.06      |    0.0     |    0.0     |    1.0     |
|      be     |                  waitress was friendly and ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     feel    |                        i felt like i ...                         |      feel.v.01      |   0.125    |    0.25    |   0.625    |
|     have    |                  ... like i had never eaten ...                  |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     eat     |                ... had never eaten thai food ...                 |      feed.v.06      |    0.0     |    0.0     |    1.0     |
|      be     |                       was extremely " ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                          was a pale ...                          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                  ... char and has no flavor ...                  |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    taste    |              croutons also taste homemade which ...              |     sample.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                ... homemade which is an extra ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     get     |                         got home to ...                          |      make.v.02      |    0.0     |    0.0     |    1.0     |
|     see     |                  ... home to see the driest ...                  |       see.v.05      |   0.125    |    0.0     |   0.875    |
|      be     |                         be a regular ...                         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    enjoy    |                  really enjoyed crema café ...                   |      love.v.02      |    1.0     |    0.0     |    0.0     |
|    expand   |                 ... before they expanded ; i ...                 |    elaborate.v.01   |    0.0     |    0.0     |    1.0     |
|     tell    |                 ... i even told friends they ...                 |      state.v.01     |    0.0     |    0.0     |    1.0     |
|     have    |                ... friends they had the best ...                 |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     miss    |                         miss it and ...                          |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|     wish    |                   ... it and wish they had ...                   |      wish.v.02      |   0.125    |    0.0     |   0.875    |
|     have    |                   ... wish they had one in ...                   |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     get     |                      got sitting fairly ...                      |      make.v.02      |    0.0     |    0.0     |    1.0     |
|     sit     |                   got sitting fairly fast ...                    |      ride.v.01      |    0.0     |    0.0     |    1.0     |
|     end     |                  ... but , ended up waiting ...                  |       end.v.01      |    0.0     |    0.0     |    1.0     |
|     wait    |               ... ended up waiting 40 minutes ...                |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|    place    |                 ... just to place our order ...                  |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    arrive   |                      ... the food arrived .                      |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|     have    |                      also have the best ...                      |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ask     |                          ask for a ...                           |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   satisfy   |                   ... a more satisfying meal .                   |      meet.v.04      |   0.125    |    0.0     |   0.875    |
|      be     |                          food is good .                          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                          was awesome .                           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     want    |                     just wanted to leave ...                     |      want.v.02      |   0.125    |   0.125    |    0.75    |
|    leave    |                      ... wanted to leave .                       |     forget.v.04     |    0.0     |    0.0     |    1.0     |
|     make    |                        made the drive ...                        |      make.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |                    ... and i was not one ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  disappoint |                    ... one bit disappointed !                    |   disappoint.v.01   |    0.0     |    0.25    |    0.75    |
|      be     |                   will not be eating there ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     eat     |                ... not be eating there again ...                 |      feed.v.06      |    0.0     |    0.0     |    1.0     |
|     need    |                ... really really need to quit ...                |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|     quit    |                ... need to quit being soooooo ...                |   discontinue.v.01  |    0.0     |    0.0     |    1.0     |
|      be     |               ... to quit being soooooo cheap ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     let     |               ... soooooo cheap let them wrap ...                |       let.v.01      |    0.0     |    0.0     |    1.0     |
|     wrap    |                ... let them wrap my freaking ...                 |     envelop.v.01    |    0.0     |    0.0     |    1.0     |
|    freak    |               ... wrap my freaking sandwich in ...               |    freak_out.v.01   |    0.0     |    0.0     |    1.0     |
|    check    |                       checked out this ...                       |      match.v.01     |   0.375    |    0.0     |   0.625    |
|      be     |                ... ago and was not impressed ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   impress   |                     ... was not impressed .                      |     affect.v.05     |   0.125    |   0.125    |    0.75    |
|     get     |                 chicken i got was definitely ...                 |      make.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |              ... i got was definitely reheated ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    reheat   |             ... was definitely reheated and was ...              |     reheat.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                 ... reheated and was only ok ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                 ... the wedges were cold and ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                 ... will not be getting food ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     get     |                 ... not be getting food from ...                 |      make.v.02      |    0.0     |    0.0     |    1.0     |
|    visit    |                      absolute must visit !                       |     inflict.v.01    |    0.0     |   0.625    |   0.375    |
|      be     |                  ... cheek tacos are amazing .                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    amaze    |                     ... tacos are amazing .                      |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|      do     |                     friend did not like ...                      |     perform.v.01    |    0.0     |    0.0     |    1.0     |
|     give    |                      ... me to give a 1 ...                      |      give.v.18      |   0.125    |    0.0     |   0.875    |
|     want    |                     really want to make ...                      |      want.v.02      |   0.125    |   0.125    |    0.75    |
|     make    |               ... want to make your experience ...               |      make.v.02      |    0.0     |    0.0     |    1.0     |
|    return   |                        will not return .                         |     refund.v.01     |    0.0     |    0.0     |    1.0     |
|     have    |                       had the chicken ...                        |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    taste    |                 ... and it tasted very bland ...                 |     sample.v.01     |    0.0     |    0.0     |    1.0     |
|  disappoint |                      disappointing ! ! ...                       |   disappoint.v.01   |    0.0     |    0.25    |    0.75    |
|    grill    |                     grilled chicken was ...                      |      grill.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                grilled chicken was so tender ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      do     |                  ... means you do not want ...                   |     perform.v.01    |    0.0     |    0.0     |    1.0     |
|     want    |                   ... do not want to wait ...                    |      want.v.02      |   0.125    |   0.125    |    0.75    |
|     wait    |                 ... want to wait around for ...                  |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|     end     |                   ... when we end up going ...                   |       end.v.01      |    0.0     |    0.0     |    1.0     |
|      go     |                  ... end up going here they ...                  |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|     make    |                  ... here they make us wait ...                  |      make.v.02      |    0.0     |    0.0     |    1.0     |
|     wait    |                  ... make us wait and wait ...                   |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|     wait    |                       ... wait and wait .                        |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|      be     |                           is perfect .                           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    focus    |       ... non-customer service focused new management ...        |   concentrate.v.02  |   0.125    |    0.0     |   0.875    |
|     make    |                grandmother can make a roasted ...                |      make.v.02      |    0.0     |    0.0     |    1.0     |
|    roast    |              ... make a roasted chicken better ...               |      roast.v.01     |    0.0     |    0.0     |    1.0     |
|     ask     |                     asked multiple times ...                     |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|      be     |                 ... time of being ignored i ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    ignore   |                 ... of being ignored i went ...                  |     dismiss.v.01    |    0.0     |    0.0     |    1.0     |
|      go     |                  ... ignored i went to the ...                   |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|     get     |                ... hostess and got one myself ...                |      make.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |                    staff is always super ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                ... , which is especially cool ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     cool    |               ... is especially cool when you ...                |      cool.v.01      |    0.0     |    0.0     |    1.0     |
|    bring    |                 ... when you bring two small ...                 |      lend.v.01      |    0.5     |    0.25    |    0.25    |
|     let     |                  ... & still letting us in ...                   |       let.v.01      |    0.0     |    0.0     |    1.0     |
|     eat     |                         ... in to eat !                          |      feed.v.06      |    0.0     |    0.0     |    1.0     |
|    taste    |             ... beef sandwich tasted really good ...             |     sample.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                ... and i are both drastically ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    order    |                         burger rare ...                          |      rate.v.01      |   0.125    |    0.25    |   0.625    |
|     come    |                  burger rare came in we'll ...                   |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|      do     |                       ... in we'll done .                        |     perform.v.01    |    0.0     |    0.0     |    1.0     |
|      be     |                    were promptly greeted ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    greet    |               were promptly greeted and seated ...               |      greet.v.01     |    0.0     |    0.0     |    1.0     |
|     seat    |                     ... greeted and seated .                     |      seat.v.01      |    0.0     |    0.0     |    1.0     |
|     try     |                            to go ...                             |       try.v.01      |    0.0     |    0.0     |    1.0     |
|      go     |                        to go here for ...                        |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                  ... and it was a madhouse ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                       was proven dead ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    prove    |                    was proven dead wrong ...                     |      prove.v.02     |    0.5     |    0.0     |    0.5     |
|      be     |                  ... the quality is great , ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                 ... the service is fast and ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     wait    |                       waiting an hour ...                        |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|      be     |                 ... hour and being seated , ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     seat    |                   ... and being seated , i ...                   |      seat.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                      ... , i was not in ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                          is a good ...                           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |               macarons here are insanely good ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     eat     |                        not eating here !                         |      feed.v.06      |    0.0     |    0.0     |    1.0     |
|      be     |                  waiter was very attentive ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |              ... they would have been somewhat ...               |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |             ... would have been somewhat edible ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                       place has a lot ...                        |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     fail    |               ... promise but fails to deliver ...               |      fail.v.01      |    0.0     |   0.125    |   0.875    |
|   deliver   |                      ... fails to deliver .                      |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |                        was average at ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                     won't be going back ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      go     |                 won't be going back anytime ...                  |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|  disappoint |                very disappointed ordered the ...                 |   disappoint.v.01   |    0.0     |    0.25    |    0.75    |
|    order    |              very disappointed ordered the $35 ...               |      rate.v.01      |   0.125    |    0.25    |   0.625    |
|    relax    |                   place to relax and have ...                    |      relax.v.01     |    0.0     |   0.125    |   0.875    |
|     have    |                ... relax and have an awesome ...                 |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |                        is perfect for ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     get     |                ... meal or get together with ...                 |      make.v.02      |    0.0     |    0.0     |    1.0     |
|  construct  |                  ... very poorly constructed .                   |    construct.v.01   |    0.0     |    0.0     |    1.0     |
|     seat    |                    patio seating was very ...                    |      seat.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |              patio seating was very comfortable ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     fry     |                        fried rice was ...                        |       fry.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |                    fried rice was dry as ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      's     |               ... ... somethat 's also pretty ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                         was just not ...                         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                  atmosphere was great with ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     play    |              ... of violinists playing songs we ...              |       act.v.03      |    0.0     |    0.0     |    1.0     |
|   request   |                     ... songs we requested .                     |     request.v.01    |    0.0     |    0.0     |    1.0     |
|     love    |                  personally love the hummus ...                  |      love.v.02      |    1.0     |    0.0     |    0.0     |
|    amaze    |                 ... ( it's amazing what they ...                 |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|      do     |                ... what they do with eggplant ...                |     perform.v.01    |    0.0     |    0.0     |    1.0     |
|      be     |                 ... since we were staying at ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     stay    |                  ... we were staying at the ...                  |      stay.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                  owners are super friendly ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                   ... the staff is courteous .                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                ... potato tots were good but ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |              ... onion rings were perfection or ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                       ... as i have had .                        |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     have    |                         ... i have had .                         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |                   staff was very attentive ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                  the chef was generous with ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     come    |                 ... ( even came around twice ...                 |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|     take    |                ... we can take pictures with ...                 |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|     use     |                      owner used to work ...                      |       use.v.01      |    0.0     |    0.0     |    1.0     |
|     work    |                   ... used to work at nobu ...                   |      shape.v.02     |    0.0     |    0.0     |    1.0     |
|      be     |               ... this place is really similar ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   imagine   |              ... and i imagine smashburger will ...              |     imagine.v.01    |    0.0     |    0.5     |    0.5     |
|     pop     |                  ... smashburger will pop up .                   |      start.v.14     |    0.0     |    0.0     |    1.0     |
|      go     |                            go here .                             |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|   promise   |                      promise they won't ...                      |     predict.v.01    |    0.0     |    0.0     |    1.0     |
|  disappoint |                   ... they won't disappoint .                    |   disappoint.v.01   |    0.0     |    0.25    |    0.75    |
|    avoid    |               ... sushi lover avoid this place ...               |      debar.v.02     |    0.0     |    0.0     |    1.0     |
|     wait    |                       can't wait to go ...                       |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|      go     |                      ... wait to go back .                       |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                   plantains were the worst ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    taste    |                      ... i've ever tasted .                      |     sample.v.01     |    0.0     |    0.0     |    1.0     |
|  recommend  |                   ... i highly recommend it .                    |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|      be     |                         was slow and ...                         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     give    |                          gave it 5 ...                           |      give.v.18      |   0.125    |    0.0     |   0.875    |
|     give    |                   ... and i'm giving it 5 ...                    |      give.v.18      |   0.125    |    0.0     |   0.875    |
|    spend    |                    staff spends more time ...                    |      spend.v.02     |    0.0     |    0.0     |    1.0     |
|     talk    |             ... more time talking to themselves ...              |      talk.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |                  ... panna cotta was amazing .                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    amaze    |                     ... cotta was amazing .                      |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|     fail    |                          brunch fail .                           |      fail.v.01      |    0.0     |   0.125    |   0.875    |
|      be     |                     are very reasonable ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                  ... , flavors are spot on ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                  ... the sauce is home made ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     make    |                    ... is home made , and ...                    |      make.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |                 ... the slaw is not drenched ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    drench   |                 ... is not drenched in mayo ...                  |     drench.v.04     |    0.0     |    0.0     |    1.0     |
|      be     |                       decor is nice , ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                ... music soundtrack is pleasant .                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                    steak was amazing ... ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    amaze    |                  steak was amazing ... rge ...                   |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|      be     |               ... fillet relleno was the best ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                  ... plate i have ever had ...                   |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     have    |                       ... have ever had !                        |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |                    was absolutely amazing ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    amaze    |                     was absolutely amazing .                     |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|      be     |                   probably won't be back , ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                       ... , to be honest .                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                       definitely be back !                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                ... auju sauce is an excellent ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |           ... pineapple delight are the smoothies ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     try     |                  ... that i've tried so far ...                  |       try.v.01      |    0.0     |    0.0     |    1.0     |
|      go     |                          for lunch ...                           |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                     ... - service was slow .                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                         had so much ...                          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     say     |                  ... much to say about the ...                   |      state.v.01     |    0.0     |    0.0     |    1.0     |
|     walk    |                 ... before we walked in that ...                 |      walk.v.01      |    0.0     |    0.0     |    1.0     |
|    expect   |                  ... that he expected it to ...                  |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|      be     |                    ... it to be amazing , ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    amaze    |                   ... to be amazing , but ...                    |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|      be     |              ... , but was quickly disappointed ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  disappoint |                  ... was quickly disappointed .                  |   disappoint.v.01   |    0.0     |    0.25    |    0.75    |
|      be     |                         was mortified .                          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   mortify   |                         was mortified .                          |    humiliate.v.01   |    0.0     |   0.625    |   0.375    |
|     say     |                         to say , we ...                          |      state.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                 ... will never be back here ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |               ... the food was definitely not ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     fill    |              ... definitely not filling at all ...               |      meet.v.04      |   0.125    |    0.0     |   0.875    |
|     pay     |                 ... price you pay you should ...                 |       pay.v.01      |    0.0     |    0.0     |    1.0     |
|    expect   |                   ... you should expect more .                   |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|     come    |                   chips that came out were ...                   |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |               ... came out were dripping with ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     drip    |              ... out were dripping with grease ...               |     dribble.v.02    |    0.0     |    0.0     |    1.0     |
|   impress   |              wasn't really impressed with strip ...              |     affect.v.05     |   0.125    |   0.125    |    0.75    |
|     have    |                          been going ...                          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |                       been going since ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      go     |                    been going since 2007 ...                     |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|     have    |               ... every meal has been awesome ...                |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |                 ... meal has been awesome ! ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                     server was very nice ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |               ... attentive as were the other ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    serve    |                  ... the other serving staff .                   |      serve.v.05     |    0.0     |    0.0     |    1.0     |
|      be     |                   cashier was friendly and ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    bring    |                ... and even brought the food ...                 |      lend.v.01      |    0.5     |    0.25    |    0.25    |
|     work    |                         work in the ...                          |      shape.v.02     |    0.0     |    0.0     |    1.0     |
|     have    |              ... valley and have refrained from ...              |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   refrain   |           ... and have refrained from recommending ...           |     refrain.v.01    |    0.0     |    0.25    |    0.75    |
|  recommend  |           ... refrained from recommending cibo any ...           |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|      be     |                     atmosphere here is fun .                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  recommend  |                   not recommend to others ...                    |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|      be     |                         is quick and ...                         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      go     |                     ... " to go " orders ...                     |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                  ... " orders are just like ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     like    |                  ... are just like we like ...                   |      wish.v.02      |   0.125    |    0.0     |   0.875    |
|     like    |                      ... like we like it !                       |      wish.v.02      |   0.125    |    0.0     |   0.875    |
|     mean    |                        mean really , ...                         |      mean.v.03      |    0.0     |    0.0     |    1.0     |
|      do     |                     ... , how do you get ...                     |     perform.v.01    |    0.0     |    0.0     |    1.0     |
|     get     |                   ... do you get so famous ...                   |      make.v.02      |    0.0     |    0.0     |    1.0     |
|     say     |                          said , our ...                          |      state.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |               ... and bellies were still quite ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    please   |                    ... still quite pleased .                     |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    thumb    |                         thumbs up ! ...                          |      flick.v.02     |    0.0     |    0.0     |    1.0     |
|      be     |                     you are reading this ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     read    |                 you are reading this please ...                  |      read.v.01      |    0.0     |    0.0     |    1.0     |
|    please   |               ... reading this please don't go ...               |     please.v.01     |   0.625    |    0.0     |   0.375    |
|      go     |                   ... please don't go there .                    |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|     love    |                      loved the grilled ...                       |      love.v.02      |    1.0     |    0.0     |    0.0     |
|    grill    |                  loved the grilled pizza , ...                   |      grill.v.01     |    0.0     |    0.0     |    1.0     |
|    remind   |                  ... pizza , reminded me of ...                  |     prompt.v.03     |    0.0     |    0.0     |    1.0     |
|     seat    |                  ... : large seating area / ...                  |      seat.v.01      |    0.0     |    0.0     |    1.0     |
|     have    |                        have a really ...                         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     have    |                        i had the elk ...                         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
