+--------------+--------------------------------------------------------------+------------------------+------------+------------+------------+
|     Verb     |                           context                            |         synset         | Polarity + | Polarity - | Polarity = |
|    string    |           ... how to string together narrative ...           |      string.v.01       |    0.0     |    0.0     |    1.0     |
|     get      |                         gets a 1 ...                         |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    lower     |                 ... there's nothing lower .                  |       lower.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |                         is one i ...                         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do      |                  ... one i did not have ...                  |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     have     |                  ... did not have , but ...                  |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    watch     |              ... but i watched it recently ...               |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|      be      |             ... , and was very disappointed ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  disappoint  |                 ... was very disappointed .                  |    disappoint.v.01     |    0.0     |    0.25    |    0.75    |
|     know     |                       know he was ...                        |  sleep_together.v.01   |   0.375    |   0.125    |    0.5     |
|      be      |                  know he was a contract ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     act      |                ... but the acting was as ...                 |        act.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                ... the acting was as bad ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                  mclaglen was even bad ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |       ... brian donlevy was almost unrecognizable ...        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   consider   |                      the relations ...                       |        see.v.05        |   0.125    |    0.0     |   0.875    |
|      be      |               ... , it was surprising how ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   surprise   |             ... it was surprising how little ...             |    surprising.a.01     |    0.0     |   0.625    |   0.375    |
|      be      |            ... chemistry there was on screen ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |              ... the film was so ridiculous ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |          ... row scenes were entirely unmoving ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|              |                 ... were entirely unmoving .                 |     nonmoving.a.01     |    0.0     |   0.625    |   0.375    |
|      be      |              ... 's acting was stanwyck 's ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      's      |                ... was stanwyck 's singing .                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     sing     |                  ... stanwyck 's singing .                   |       sing.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |                the producer was going for ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      go      |               ... producer was going for , ...               |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|     miss     |                  ... , he missed entirely .                  |       miss.v.06        |   0.125    |    0.0     |   0.875    |
|      be      |                   was deeply impressed ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   impress    |              was deeply impressed with the ...               |      affect.v.05       |   0.125    |   0.125    |    0.75    |
|     play     |                  ... character he played .                   |        act.v.03        |    0.0     |    0.0     |    1.0     |
|     know     |                       knew when i ...                        |  sleep_together.v.01   |   0.375    |   0.125    |    0.5     |
|     saw      |                 ... when i saw the film ...                  |        saw.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |              ... great things were to come ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     come     |                ... were to come from this ...                |      arrive.v.01       |    0.0     |    0.0     |    1.0     |
|     gift     |                 ... from this gifted actor .                 |       endow.v.01       |    0.0     |   0.125    |   0.875    |
|    emote     |             ... style stoic emoting ( think ...              |       emote.v.01       |    0.0     |    0.0     |    1.0     |
|    think     |               ... emoting ( think chow yun ...               |       think.v.02       |   0.125    |    0.0     |   0.875    |
|    throw     |            ... cheesy clichés thrown into an ...             |       hold.v.03        |   0.125    |    0.0     |   0.875    |
|   abandon    |           ... into an abandoned factory ready ...            |      abandon.v.05      |    0.0     |   0.375    |   0.625    |
|   execute    |           ... few poorly executed flying judo ...            |   carry_through.v.01   |    0.0     |    0.0     |    1.0     |
|     fly      |          ... poorly executed flying judo rolls ...           |        fly.v.01        |    0.0     |    0.0     |    1.0     |
|     woo      |                      ... la john woo .                       |        woo.v.02        |    0.25    |    0.0     |    0.75    |
|     look     |                   the squibs look awful .                    |       look.v.02        |    0.0     |    0.0     |    1.0     |
|      do      |             ... the proceedings does it look ...             |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     look     |              ... does it look remotely like ...              |       look.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |                    ... as it is , is ...                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                ... is , is so derivative ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     end      |               ... that the ending is like ...                |        end.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                 ... the ending is like a ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     kill     |                    ... a mercy killing .                     |       kill.v.01        |    0.0     |    0.5     |    0.5     |
|   overact    |         ... and hopeless overacting by everyone ...          |      overact.v.01      |   0.375    |   0.125    |    0.5     |
|     get      |              ... everyone who gets shot top ...              |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    shoot     |                ... who gets shot top off ...                 |       film.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                     was very uneasy ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                 ... this movie was , but ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    scare     |                ... but not scared at all ...                 |     frighten.v.01      |   0.375    |    0.0     |   0.625    |
|      be      |                 dialogue is composed of ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   compose    |              dialogue is composed of things ...              |       write.v.01       |    0.0     |    0.0     |    1.0     |
|     make     |            ... things that make little sense ...             |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |               ... of footage is wasted to ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    waste     |              ... footage is wasted to show ...               |       waste.v.01       |   0.125    |    0.0     |   0.875    |
|     show     |           ... wasted to show mediocre elderly ...            |      express.v.01      |    0.0     |    0.0     |    1.0     |
|    babble    | ... actors awkwardly babbling overwrought pseudo-satanic ... |  spill_the_beans.v.01  |    0.0     |    0.0     |    1.0     |
|     make     |                ... enough to make a teen ...                 |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |                  ... may not be made up ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     make     |                 ... not be made up words ...                 |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    direct    |                   directing is sloppy ...                    |      target.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |                  directing is sloppy at ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     make     |                ... , but made even worse ...                 |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    direct    |                   ... the bad directing .                    |      target.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |                   ... the acting is blah .                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     act      |                      acting by the ...                       |        act.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                 ... cast could be put on ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     put      |                  ... could be put on a ...                   |        put.v.01        |    0.0     |    0.0     |    1.0     |
|   balance    |         ... scale and balanced perfectly between ...         |       poise.v.04       |    0.0     |    0.0     |    1.0     |
|   overact    |     ... perfectly between overacting and underacting ...     |      overact.v.01      |   0.375    |   0.125    |    0.5     |
|     get      |                    ... , we get to an ...                    |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |               ... would 've been great had ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have     |                ... been great had it been ...                |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be      |                ... had it been handled by ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    handle    |             ... it been handled by competent ...             |       treat.v.01       |    0.0     |    0.0     |    1.0     |
|     love     |                     loved this movie ...                     |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      be      |                 ... movie it was a great ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have     |              ... family who had it's share ...               |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     know     |              ... end they knew that special ...              |  sleep_together.v.01   |   0.375    |   0.125    |    0.5     |
|     have     |                ... love they had for each ...                |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     have     |                      have seen many ...                      |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     see      |                  have seen many movies ...                   |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     star     |          ... many movies starring jaclyn smith ...           |       star.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                 ... god this was one of ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     come     |                ... though it came out 12 ...                 |      arrive.v.01       |    0.0     |    0.0     |    1.0     |
|   contain    |               movie contained an all-star ...                |       hold.v.11        |    0.0     |    0.0     |    1.0     |
|     love     |                ... what i loved the most ...                 |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      be      |                 ... the most was that it ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     open     |                ... that it opened my eyes ...                |       open.v.01        |    0.0     |    0.0     |    1.0     |
|     see      |               ... eyes to see other actors ...               |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     see      |                 ... i haven't seen before .                  |        see.v.05        |   0.125    |    0.0     |   0.875    |
|      be      |                    movie was kind of ...                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    enjoy     |              ... but i enjoyed every minute ...              |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      do      |                       does not air ...                       |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     air      |                  does not air it enough ...                  |        air.v.03        |    0.0     |    0.0     |    1.0     |
|     know     |              ... if anyone knows what store ...              |  sleep_together.v.01   |   0.375    |   0.125    |    0.5     |
|     sell     |               ... what store sells it let ...                |       sell.v.01        |    0.0     |    0.0     |    1.0     |
|     let      |                 ... sells it let me know ...                 |        let.v.01        |    0.0     |    0.0     |    1.0     |
|     know     |               ... let me know because this ...               |  sleep_together.v.01   |   0.375    |   0.125    |    0.5     |
|      be      |             ... because this is a must-have ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   remember   |             particularly remember my senses ...              |     remember.v.01      |    0.0     |    0.0     |    1.0     |
|      be      |             ... my senses being assaulted by ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   assault    |          ... senses being assaulted by strident ...          |      assail.v.01       |    0.0     |   0.375    |   0.625    |
|    blare     |              ... that would blare out with ...               |       honk.v.01        |    0.0     |    0.0     |    1.0     |
|     mean     |                   ... even less meaning .                    |       mean.v.03        |    0.0     |    0.0     |    1.0     |
|      be      |                       is just the ...                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |               ... pap that is screened in ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    screen    |               ... that is screened in the ...                |      shield.v.01       |    0.0     |   0.375    |   0.625    |
|    punish    |          ... afternoon to punish the unemployed ...          |      punish.v.01       |    0.0     |    0.0     |    1.0     |
|     have     |                  ... for not having jobs .                   |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be      |                   ... , this is a film ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     get      |                 ... film few get to see ...                  |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     see      |                   ... get to see , but ...                   |        see.v.05        |   0.125    |    0.0     |   0.875    |
|      do      |              ... those who do will remember ...              |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|   remember   |                  ... do will remember it .                   |     remember.v.01      |    0.0     |    0.0     |    1.0     |
|    create    |                  movie creates its own ...                   |       make.v.03        |    0.0     |    0.0     |    1.0     |
|      be      |               ... , and is fascinating in ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  fascinate   |             ... and is fascinating in every ...              |      capture.v.02      |    0.5     |    0.0     |    0.5     |
|     get      |                ... movie really got to me ...                |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     see      |                             it .                             |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     hope     |                   really hope the team ...                   |       hope.v.01        |   0.125    |   0.125    |    0.75    |
|     make     |             ... this movie makes more movies ...             |       make.v.02        |    0.0     |    0.0     |    1.0     |
|   continue   |               ... they will continue to do ...               |      proceed.v.02      |    0.0     |    0.0     |    1.0     |
|      do      |                 ... continue to do so in ...                 |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|    forget    |                      i forgot : the ...                      |      forget.v.04       |    0.0     |    0.0     |    1.0     |
|      be      |            ... fausa aurvåg being perfect in ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  understand  |           ... who doesn't understand where he ...            |    understand.v.01     |   0.375    |    0.0     |   0.625    |
|      be      |                  ... where he is , what ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                 ... what he is doing and ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do      |                 ... he is doing and why ...                  |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|      be      |                     movie is a good ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     find     |                     found this move ...                      |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|    uplift    |                    ... , and uplifting .                     |       elate.v.01       |    0.5     |    0.0     |    0.5     |
|      be      |               ... , which was filmed here ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     film     |               ... which was filmed here in ...               |       film.v.01        |    0.0     |    0.0     |    1.0     |
|   intrigue   |                 ... buffalo , intrigued me .                 |     intrigue.v.01      |    0.25    |    0.0     |    0.75    |
|     find     |                   i found myself lost ...                    |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|     lose     |               ... found myself lost in the ...               |       lose.v.05        |    0.0     |   0.125    |   0.875    |
|   applaud    |             entire audience applauded at the ...             |      applaud.v.01      |    0.0     |    0.0     |    1.0     |
|    leave     |                     left the theater ...                     |      forget.v.04       |    0.0     |    0.0     |    1.0     |
|     have     |                     has a wholesome ...                      |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     give     |             ... appearance and gives a fine ...              |       give.v.18        |   0.125    |    0.0     |   0.875    |
|     play     |                  ... cast also play well .                   |        act.v.03        |    0.0     |    0.0     |    1.0     |
|   include    |             noteworthy including fine views ...              |      include.v.01      |    0.0     |    0.0     |    1.0     |
|    start     |             ... film i started having second ...             |     get_down.v.07      |    0.0     |    0.0     |    1.0     |
|     have     |           ... i started having second thoughts ...           |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    start     |              ... film i started to dislike ...               |     get_down.v.07      |    0.0     |    0.0     |    1.0     |
|   dislike    |                 ... started to dislike it .                  |      dislike.v.01      |    0.0     |    0.5     |    0.5     |
|     end      |                  ... the film ended , i ...                  |        end.v.01        |    0.0     |    0.0     |    1.0     |
|   dislike    |                ... not only disliked it , ...                |      dislike.v.01      |    0.0     |    0.5     |    0.5     |
|   despise    |                    ... , i despised it .                     |      contemn.v.01      |    0.0     |   0.375    |   0.625    |
|     lack     |                   this film lacks is a ...                   |       miss.v.06        |   0.125    |    0.0     |   0.875    |
|      be      |              ... film lacks is a convincing ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   convince   |                 ... is a convincing script .                 |      convert.v.09      |   0.125    |    0.0     |   0.875    |
|     look     |                    script looks as if ...                    |       look.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |             ... rough draft was written and ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    write     |            ... draft was written and shooting ...            |       write.v.01       |    0.0     |    0.0     |    1.0     |
|    shoot     |          ... written and shooting began before ...           |       film.v.01        |    0.0     |    0.0     |    1.0     |
|    begin     |             ... and shooting began before a ...              |     get_down.v.07      |    0.0     |    0.0     |    1.0     |
|    finish    |             ... before a finished script was ...             |        end.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |             ... finished script was completed .              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   complete   |                  ... script was completed .                  |     complete.v.01      |    0.0     |    0.0     |    1.0     |
|    happen    |                   happen , characters ...                    |      happen.v.01       |    0.0     |    0.0     |    1.0     |
|    occur     |               ... plot twists occur for no ...               |      happen.v.01       |    0.0     |    0.0     |    1.0     |
|     call     |               ... that script calls for it ...               |      predict.v.01      |    0.0     |    0.0     |    1.0     |
|      be      |                        cast is good .                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    check     |                ... it's worth checking out .                 |       match.v.01       |   0.375    |    0.0     |   0.625    |
|      be      |                     is probably the ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   irritate   |              ... the most irritating show i ...              |       annoy.v.01       |    0.0     |    0.0     |    1.0     |
|     have     |                ... show i have ever seen ...                 |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     see      |                 ... have ever seen in my ...                 |        see.v.05        |   0.125    |    0.0     |   0.875    |
|      be      |                   is indescribably the ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    annoy     |            ... the most annoying and idiotic ...             |       annoy.v.01       |    0.0     |    0.0     |    1.0     |
|     have     |                ... show i have ever seen ...                 |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     see      |                     ... have ever seen .                     |        see.v.05        |   0.125    |    0.0     |   0.875    |
|      be      |                   about it is just bad ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  understand  |               could not understand , what ...                |    understand.v.01     |   0.375    |    0.0     |   0.625    |
|   produce    |            ... idiot would produce this mess ...             |      produce.v.03      |    0.0     |    0.0     |    1.0     |
|   mention    |            ... not to mention several season ...             |       note.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                     script is bad , ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   contain    |            ...  it contains both cheesiness ...             |       hold.v.11        |    0.0     |    0.0     |    1.0     |
|     see      |              ... you normally see in rated ...               |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     rate     |                  ... see in rated r or ...                   |       rate.v.01        |   0.125    |    0.25    |   0.625    |
|      be      |                 casting is also horrible ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    cause     |               ... horrible , cause all you ...               |      induce.v.02       |    0.0     |    0.0     |    1.0     |
|     see      |                   ... all you see is a ...                   |        see.v.05        |   0.125    |    0.0     |   0.875    |
|      be      |                 ... you see is a really ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                 ... this show is a real ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                     is zillion times ...                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    watch     |                     washing machine ...                      |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|     wash     |                 washing machine twirling ...                 |       wash.v.03        |    0.0     |    0.0     |    1.0     |
|    twirl     |         washing machine twirling around wouldn't ...         |       whirl.v.02       |    0.0     |    0.0     |    1.0     |
|     hurt     |            ... around wouldn't hurt your eyes ...            |       hurt.v.05        |    0.0     |   0.625    |   0.375    |
|      be      |                  ... the show is so bad ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     pull     |              ... the cast pull her daughter ...              |      attract.v.01      |    0.0     |    0.0     |    1.0     |
|      be      |                  ... 1948 ) is not only ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |              ... noir but is an implausible ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     bear     |          ... implausible unmitigated bore of a ...           |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|              |           of unconvincing cardboard characters ...           |    improbable.s.02     |    0.0     |    0.5     |    0.5     |
|      be      |           ... characters it is blandly written ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    write     |             ... is blandly written by edward ...             |       write.v.01       |    0.0     |    0.0     |    1.0     |
|   produce    |               ... who also produced , and ...                |      produce.v.03      |    0.0     |    0.0     |    1.0     |
|      be      |            ... , and is surprisingly directed ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    direct    |           ... is surprisingly directed by jean ...           |      target.v.01       |    0.0     |    0.0     |    1.0     |
|    expect    |               ... one would expect a great ...               |      expect.v.03       |    0.0     |    0.25    |    0.75    |
|     turn     |   ... widmark character turns unintentionally comical ...    |   change_state.v.01    |    0.0     |    0.0     |    1.0     |
|     lose     |                    losing his marbles ...                    |       lose.v.05        |    0.0     |   0.125    |   0.875    |
|      be      |        ... the proceedings is totally implausible ...        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|              |              ... implausible and unconvincing .              |    improbable.s.02     |    0.0     |    0.5     |    0.5     |
|      be      |              ... the picture is also marred ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     mar      |                ... is also marred with a ...                 |        mar.v.01        |    0.0     |   0.375    |   0.625    |
|    prompt    |                     prompted such a ...                      |      prompt.v.02       |    0.0     |    0.0     |    1.0     |
|      be      |              ... a documentary is beyond me ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                ... this movie was a huge ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                       are so many ...                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     know     |                 ... i dont know where to ...                 |  sleep_together.v.01   |   0.375    |   0.125    |    0.5     |
|    start     |                     ... where to start .                     |     get_down.v.07      |    0.0     |    0.0     |    1.0     |
|      be      |                       cast was great .                       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   deliver    |                 martin delivers a really ...                 |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     add      |                       betty white ...                        |        add.v.01        |    0.0     |    0.0     |    1.0     |
|     have     |                 ... and you have a great ...                 |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     play     |            ... - everyone played their parts ...             |        act.v.03        |    0.0     |    0.0     |    1.0     |
|     make     |                  the movie makes a lot ...                   |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |              ... , there are enough racial ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    offend    |                ... jokes to offend everyone .                |       shock.v.02       |   0.125    |   0.375    |    0.5     |
|      be      |                  movie is littered with ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    litter    |               movie is littered with overt ...               |      litter.v.02       |    0.0     |   0.125    |   0.875    |
|    return    |               ... and in return the whites ...               |      refund.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |              ... the whites are depicted as ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    depict    |            ... whites are depicted as morons ...             |     describe.v.01      |    0.0     |    0.0     |    1.0     |
|     put      |                         the race ...                         |        put.v.01        |    0.0     |    0.0     |    1.0     |
|     let      |                 ... aside , lets look at ...                 |        let.v.01        |    0.0     |    0.0     |    1.0     |
|   destroy    |               ... : they destroy latifa 's ...               |      destroy.v.02      |    0.0     |    0.5     |    0.5     |
|      be      |                        is no real ...                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     see      |                  wouldnt see this movie ...                  |        see.v.05        |   0.125    |    0.0     |   0.875    |
|      be      |                  willie is an amazingly ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    follow    |             ... mouse ( following the silent ...             |      succeed.v.02      |    0.0     |    0.0     |    1.0     |
|      be      |                ... year ) is probably his ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |          ... because it was so ground-breaking ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     hear     |             ... don't yet hear mickey speak ...              |       learn.v.02       |    0.0     |    0.0     |    1.0     |
|    speak     |              ... hear mickey speak , there ...               |       talk.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |                 ... , there are tons of ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     take     |            ... something we take for granted ...             |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|    grant     |               ... take for granted now but ...               |       award.v.02       |   0.125    |    0.0     |   0.875    |
|      be      |                 ... but which was a huge ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     see      |                 , after seeing the short ...                 |        see.v.05        |   0.125    |    0.0     |   0.875    |
|      be      |                  ... , i was amazed at ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    amaze     |                 ... i was amazed at how ...                  |      perplex.v.01      |   0.125    |    0.25    |   0.625    |
|      be      |                    ... film actually is .                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     see      |           just adorable seeing mickey playing ...            |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     play     |            ... seeing mickey playing " turkey ...            |        act.v.03        |    0.0     |    0.0     |    1.0     |
|     rank     |            ... film still ranks among mickey ...             |       rate.v.01        |   0.125    |    0.25    |   0.625    |
|      be      |       ... commercial ) is completely unconvincing ...        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|              |               ... is completely unconvincing .               |    improbable.s.02     |    0.0     |    0.5     |    0.5     |
|  disappoint  |             terribly disappointed that this ...              |    disappoint.v.01     |    0.0     |    0.25    |    0.75    |
|   receive    |              ... film would receive so many ...              |    experience.v.03     |    0.0     |    0.0     |    1.0     |
|      be      |               ... when there are far more ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   deserve    |             ... far more deserving works of ...              |      deserve.v.01      |    0.75    |   0.125    |   0.125    |
|      be      |               ... 1947 ) is a masterpiece ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    revere    |                 ... , ann revere , lilli ...                 |      idolize.v.01      |    0.5     |    0.5     |    0.0     |
|     film     |                ... ... and filmed by one ...                 |       film.v.01        |    0.0     |    0.0     |    1.0     |
|    grace     |               ... to ever grace the screen ...               |     decorate.v.01      |    0.0     |    0.0     |    1.0     |
|    think     |                  don't think there are ...                   |       think.v.02       |   0.125    |    0.0     |   0.875    |
|      be      |            ... think there are any redeeming ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    redeem    |            ... are any redeeming qualities in ...            |      deliver.v.08      |    0.0     |    0.25    |    0.75    |
|      be      |                     may be the only ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     make     |                      ... he ever made .                      |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |                     movie is a solid ...                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     see      |               ... shame to see good actors ...               |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     make     |               ... and james make a living ...                |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    think     |                      thought it was ...                      |       think.v.02       |   0.125    |    0.0     |   0.875    |
|      be      |                     thought it was bad .                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                   films are terrible , ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                   ... , it was watchable .                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    start     |                      start with all ...                      |     get_down.v.07      |    0.0     |    0.0     |    1.0     |
|     act      |              ...  the acting , especially ...               |        act.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                ... professor , was very , ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                     script is a big ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     flaw     |                   ... a big flawed mess .                    |       flaw.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |               ... the writing is when it's ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  establish   |            ... when it's established that you ...            |     establish.v.01     |    0.0     |    0.0     |    1.0     |
|     turn     |           ... you can turn the zombie-students ...           |   change_state.v.01    |    0.0     |    0.0     |    1.0     |
|    remove    |            ... humans by removing a necklace ...             |      remove.v.01       |    0.0     |    0.0     |    1.0     |
|   contain    |            ... a necklace containing a piece ...             |       hold.v.11        |    0.0     |    0.0     |    1.0     |
|    write     |              ... who also wrote / directed ...               |       write.v.01       |    0.0     |    0.0     |    1.0     |
|    direct    |              ... wrote / directed the weak ...               |      target.v.01       |    0.0     |    0.0     |    1.0     |
